bf_id,osm_id,distance_to_bf_m,is_in_bf,business_year,bf_year
bf_0,463165533,883.640988087113,0,2025,2022
bf_0,463166867,625.2346740755416,0,2025,2022
bf_0,463166869,558.0910639141275,0,2025,2022
bf_0,463166870,548.9837482435046,0,2025,2022
bf_0,463166963,403.33682752686786,0,2025,2022
bf_0,464473750,167.59655062186147,0,2025,2022
bf_0,464547615,640.6852927271835,0,2025,2022
bf_0,469725012,581.5714556987991,0,2025,2022
bf_0,480533939,543.4427612810593,0,2025,2022
bf_0,634261390,638.9599341053573,0,2025,2022
bf_0,868419709,671.0452645086593,0,2025,2022
bf_0,898023467,510.4874052894649,0,2025,2022
bf_0,915760791,809.7305428017951,0,2025,2022
bf_0,917239480,719.4332878463744,0,2025,2022
bf_0,986079205,978.3100758037622,0,2025,2022
bf_0,1088520284,528.2814413342588,0,2025,2022
bf_0,1103555278,955.2522752340066,0,2025,2022
bf_0,1104420887,499.00738464848257,0,2025,2022
bf_0,1104420896,296.5483205832612,0,2025,2022
bf_0,1180897554,929.72399179495,0,2025,2022
bf_0,1185992368,218.1122485566726,0,2025,2022
bf_0,1185992368,218.1122485566726,0,2025,2022
bf_0,1185992371,242.24858396449852,0,2025,2022
bf_0,1185992373,236.57744286351345,0,2025,2022
bf_0,1221314434,637.239934593542,0,2025,2022
bf_0,1271027993,760.7246698705035,0,2025,2022
bf_0,1271027994,632.34622211398,0,2025,2022
bf_0,1276901356,993.8134659802785,0,2025,2022
bf_0,1297627202,582.2406905953278,0,2025,2022
bf_0,1297627203,687.9338863411998,0,2025,2022
bf_0,1459490998,955.2223681343609,0,2025,2022
bf_0,1470664256,904.1352148446521,0,2025,2022
bf_0,1470665231,890.873049051317,0,2025,2022
bf_0,1470665232,857.299262031651,0,2025,2022
bf_0,1470665294,998.1856163402778,0,2025,2022
bf_0,1470667800,814.3184193258435,0,2025,2022
bf_0,1470671777,915.2543569781018,0,2025,2022
bf_0,1470672227,920.3049062509297,0,2025,2022
bf_0,1470674920,644.5690459268563,0,2025,2022
bf_0,1470680467,661.4810688989947,0,2025,2022
bf_0,1470899760,989.6901712100833,0,2025,2022
bf_0,1470908023,978.8453728476541,0,2025,2022
bf_0,1470908024,963.9928714775883,0,2025,2022
bf_0,1470908521,958.4700492327942,0,2025,2022
bf_0,1470931274,872.8614902435692,0,2025,2022
bf_0,1470931280,866.0894663018429,0,2025,2022
bf_0,1470958218,884.7523000965299,0,2025,2022
bf_0,1473239374,495.64215626518387,0,2025,2022
bf_0,1473253368,606.7582042072524,0,2025,2022
bf_0,1473253369,626.238829080026,0,2025,2022
bf_0,1473253370,610.369371698454,0,2025,2022
bf_0,1474224986,567.1903881449667,0,2025,2022
bf_0,1485607274,815.237280714151,0,2025,2022
bf_0,1485607275,817.1567692705571,0,2025,2022
bf_0,1485607276,840.4672199897653,0,2025,2022
bf_0,1485871153,841.6592488263828,0,2025,2022
bf_0,1485871158,808.3843622245265,0,2025,2022
bf_0,1485871162,785.2632244595612,0,2025,2022
bf_0,1491354957,692.0561149071381,0,2025,2022
bf_0,1503461926,862.1134881996236,0,2025,2022
bf_0,1503493865,845.5362677055554,0,2025,2022
bf_0,1503493866,798.053976108014,0,2025,2022
bf_0,1503493869,829.1567225199256,0,2025,2022
bf_0,1518730820,508.2181048212144,0,2025,2022
bf_0,1518730821,601.6909110876594,0,2025,2022
bf_0,1518730824,193.46140323003195,0,2025,2022
bf_0,1518730825,345.21832343484897,0,2025,2022
bf_0,1532643399,986.7452500417988,0,2025,2022
bf_0,1538289356,67.478795934028,0,2025,2022
bf_0,1548467167,74.76669307211506,0,2025,2022
bf_0,1572086713,440.2899180935696,0,2025,2022
bf_0,1588513160,312.4310247978275,0,2025,2022
bf_0,1593569587,672.5136871351577,0,2025,2022
bf_0,1599063499,625.5439207857562,0,2025,2022
bf_0,1599063500,652.8807001987637,0,2025,2022
bf_0,1628901680,292.806325759842,0,2025,2022
bf_0,1628901681,421.283857175952,0,2025,2022
bf_0,1628901688,978.9965766563505,0,2025,2022
bf_0,1628901689,411.4644375182832,0,2025,2022
bf_0,1628901690,977.422834243526,0,2025,2022
bf_0,1658212014,919.3056462042163,0,2025,2022
bf_0,1697712098,316.89172694128365,0,2025,2022
bf_0,1705188054,559.9360604378567,0,2025,2022
bf_0,1736131880,443.24683394693756,0,2025,2022
bf_0,1753092203,707.3004078398567,0,2025,2022
bf_0,1753092207,258.8107995316492,0,2025,2022
bf_0,1783975918,666.6767584554065,0,2025,2022
bf_0,1789051560,395.1930098095736,0,2025,2022
bf_0,1804796977,600.0520894785799,0,2025,2022
bf_0,1818889946,362.0145353903094,0,2025,2022
bf_0,1845382703,988.1119229173328,0,2025,2022
bf_0,1860297570,638.9555025390283,0,2025,2022
bf_0,1918552099,824.1069867486935,0,2025,2022
bf_0,1923942789,691.0182096048676,0,2025,2022
bf_0,1934855941,975.0123003570003,0,2025,2022
bf_0,1935978546,628.2608949544477,0,2025,2022
bf_0,1949236323,788.2289699293367,0,2025,2022
bf_0,1949236324,814.7728330641653,0,2025,2022
bf_0,1951098606,599.4116755487705,0,2025,2022
bf_0,1951098613,653.5871730292687,0,2025,2022
bf_0,1951098615,680.1187288827094,0,2025,2022
bf_0,1951098618,655.8059938485596,0,2025,2022
bf_0,1951098619,530.4235161421594,0,2025,2022
bf_0,1951098620,676.6482795551289,0,2025,2022
bf_0,1951098621,634.5867546068503,0,2025,2022
bf_0,1951098622,853.9119302351628,0,2025,2022
bf_0,1951098672,658.5249448904352,0,2025,2022
bf_0,1957525215,446.52272983512574,0,2025,2022
bf_0,1957525215,446.52272983512574,0,2025,2022
bf_0,1968347378,525.1706519868064,0,2025,2022
bf_0,1968347379,625.7872961349364,0,2025,2022
bf_0,1968347381,632.5749904783588,0,2025,2022
bf_0,1968347382,507.7751785343923,0,2025,2022
bf_0,1968347383,535.9144058673966,0,2025,2022
bf_0,1968347384,513.7996435194116,0,2025,2022
bf_0,1968347385,504.22289019221625,0,2025,2022
bf_0,1987672192,929.6495960217663,0,2025,2022
bf_0,1987672193,651.8206664644748,0,2025,2022
bf_0,1990889937,985.071981342963,0,2025,2022
bf_0,1990893924,918.8351067493039,0,2025,2022
bf_0,2005529086,780.7141667616863,0,2025,2022
bf_0,2018403539,287.24769945623103,0,2025,2022
bf_0,2021289286,498.19903967520025,0,2025,2022
bf_0,2046618071,626.3248359872381,0,2025,2022
bf_0,2046618082,650.9095435732206,0,2025,2022
bf_0,2046667299,653.8668272053283,0,2025,2022
bf_0,2046678621,599.2810164453296,0,2025,2022
bf_0,2046678625,555.6146540024522,0,2025,2022
bf_0,2046678629,605.9850684073357,0,2025,2022
bf_0,2046678632,546.8449478017596,0,2025,2022
bf_0,2046678640,551.0875267662042,0,2025,2022
bf_0,2046696446,569.0050002763918,0,2025,2022
bf_0,2046696448,749.5508756494992,0,2025,2022
bf_0,2046747470,530.5810280792389,0,2025,2022
bf_0,2046747471,530.1791688671485,0,2025,2022
bf_0,2046747472,530.8936051560732,0,2025,2022
bf_0,2046747474,527.0102921534824,0,2025,2022
bf_0,2066954708,537.3140014681248,0,2025,2022
bf_0,2066955027,572.5389469007007,0,2025,2022
bf_0,2105810610,383.2581191497259,0,2025,2022
bf_0,2107150412,564.9761091672713,0,2025,2022
bf_0,2109835024,574.2386443464098,0,2025,2022
bf_0,2126837144,669.8491098639706,0,2025,2022
bf_0,2135173474,616.4020606502013,0,2025,2022
bf_0,2157296984,706.2274692996918,0,2025,2022
bf_0,2192633970,397.9842880236001,0,2025,2022
bf_0,2192633976,403.99376993834636,0,2025,2022
bf_0,2194633919,923.1691872480905,0,2025,2022
bf_0,2194633920,916.683224566748,0,2025,2022
bf_0,2208710632,538.2169817050763,0,2025,2022
bf_0,2234430273,987.36765109073,0,2025,2022
bf_0,2311111829,638.0044659775234,0,2025,2022
bf_0,2342373352,643.8427195057883,0,2025,2022
bf_0,2375857259,915.9440353700965,0,2025,2022
bf_0,2377045864,600.0405456769505,0,2025,2022
bf_0,2377045865,599.6644809759913,0,2025,2022
bf_0,2377072717,582.7437562000289,0,2025,2022
bf_0,2377075166,800.1488397244127,0,2025,2022
bf_0,2378265744,884.5485934264914,0,2025,2022
bf_0,2406119074,790.2997093128487,0,2025,2022
bf_0,2418944679,791.5991792906004,0,2025,2022
bf_0,2419561951,884.4933798989409,0,2025,2022
bf_0,2420468887,162.1799745187895,0,2025,2022
bf_0,2433778865,894.4473033126245,0,2025,2022
bf_0,2440590173,435.8736299092036,0,2025,2022
bf_0,2440590179,984.2229152686008,0,2025,2022
bf_0,2447450954,261.0450033488524,0,2025,2022
bf_0,2456037966,576.6893849828044,0,2025,2022
bf_0,2469325034,810.1382144896714,0,2025,2022
bf_0,2469325038,852.9077456336604,0,2025,2022
bf_0,2472502378,595.8412987517155,0,2025,2022
bf_0,2473285836,644.6940886289276,0,2025,2022
bf_0,2486186662,739.1204016445263,0,2025,2022
bf_0,2494255199,821.3711959251626,0,2025,2022
bf_0,2496486238,878.8363320647645,0,2025,2022
bf_0,2507260508,81.26246435612728,0,2025,2022
bf_0,2512500397,782.8968247751392,0,2025,2022
bf_0,2532555780,814.7023399931745,0,2025,2022
bf_0,2546307452,819.4316166936372,0,2025,2022
bf_0,2548139577,778.7217648032664,0,2025,2022
bf_0,2548139579,845.7289542781812,0,2025,2022
bf_0,2548139621,626.3428290214229,0,2025,2022
bf_0,2548139698,738.4634200039858,0,2025,2022
bf_0,2578585426,685.2899198557451,0,2025,2022
bf_0,2635242562,249.8008770536165,0,2025,2022
bf_0,2645618355,899.994484164092,0,2025,2022
bf_0,2647450392,868.0548604050451,0,2025,2022
bf_0,2657904684,431.09255601331205,0,2025,2022
bf_0,2657904686,839.2657520065196,0,2025,2022
bf_0,2657904689,344.21604568768396,0,2025,2022
bf_0,2657904693,657.3799527208968,0,2025,2022
bf_0,2659645737,612.8920663288225,0,2025,2022
bf_0,2660330433,881.04838807685,0,2025,2022
bf_0,2660330434,900.3689587346217,0,2025,2022
bf_0,2660330436,414.8961649479403,0,2025,2022
bf_0,2663002195,194.53462777745548,0,2025,2022
bf_0,2663067723,314.6439568788064,0,2025,2022
bf_0,2668838569,306.72284773439844,0,2025,2022
bf_0,2674821287,888.9187063566465,0,2025,2022
bf_0,2690023590,661.1556298811888,0,2025,2022
bf_0,2693370350,894.4921962338556,0,2025,2022
bf_0,2693370465,831.6267546807145,0,2025,2022
bf_0,2711328702,256.0346072366605,0,2025,2022
bf_0,2711328702,256.0346072366605,0,2025,2022
bf_0,2711328717,393.864635220017,0,2025,2022
bf_0,2711383455,915.8731561780323,0,2025,2022
bf_0,2711383456,963.4780420429651,0,2025,2022
bf_0,2711383460,874.6070016316796,0,2025,2022
bf_0,2711383461,951.9303952572179,0,2025,2022
bf_0,2711544276,662.3812394101465,0,2025,2022
bf_0,2711544282,803.3029387656022,0,2025,2022
bf_0,2711544285,651.0454423201793,0,2025,2022
bf_0,2717794703,912.7009277611692,0,2025,2022
bf_0,2730672799,606.8156040563282,0,2025,2022
bf_0,2745829033,815.7501590177719,0,2025,2022
bf_0,2759184345,781.5618492989627,0,2025,2022
bf_0,2765416740,640.4507921535032,0,2025,2022
bf_0,2765416746,549.4648189439289,0,2025,2022
bf_0,2775903128,312.8683646250584,0,2025,2022
bf_0,2775903147,289.78505790648774,0,2025,2022
bf_0,2775903176,287.63011185838644,0,2025,2022
bf_0,2775952982,55.40972122930732,0,2025,2022
bf_0,2775999159,847.7781778110696,0,2025,2022
bf_0,2793229645,714.8127807523632,0,2025,2022
bf_0,2793229649,829.3058624948148,0,2025,2022
bf_0,2793229652,707.3670691449859,0,2025,2022
bf_0,2798705824,343.25550102451587,0,2025,2022
bf_0,2810399358,330.83600494278244,0,2025,2022
bf_0,2834371262,678.0319312638784,0,2025,2022
bf_0,2840146877,632.1587641409096,0,2025,2022
bf_0,2871156999,643.2057222572672,0,2025,2022
bf_0,2871159701,629.197304188112,0,2025,2022
bf_0,2871159715,686.5443702898027,0,2025,2022
bf_0,2873043559,555.1203479537047,0,2025,2022
bf_0,2875161675,924.0906004730267,0,2025,2022
bf_0,2876719875,890.2430234114563,0,2025,2022
bf_0,2878138439,918.1355030554663,0,2025,2022
bf_0,3058040137,158.30736559072432,0,2025,2022
bf_0,3059808431,242.92533928045117,0,2025,2022
bf_0,3116440443,664.3799459630366,0,2025,2022
bf_0,3116440448,564.8506088174789,0,2025,2022
bf_0,3116440451,399.30959020173157,0,2025,2022
bf_0,3116442777,855.3358788292229,0,2025,2022
bf_0,3116442778,936.2597126854099,0,2025,2022
bf_0,3116442779,929.299996487605,0,2025,2022
bf_0,3116455706,704.766923455132,0,2025,2022
bf_0,3116459628,399.3035076841349,0,2025,2022
bf_0,3116459929,379.8277939966655,0,2025,2022
bf_0,3116459930,403.4389886108957,0,2025,2022
bf_0,3116459931,394.5314682478947,0,2025,2022
bf_0,3116459932,314.86770303615293,0,2025,2022
bf_0,3117336069,991.1646544269003,0,2025,2022
bf_0,3129214216,823.8744477422252,0,2025,2022
bf_0,3144490915,871.0292535853146,0,2025,2022
bf_0,3144490916,808.9214538355197,0,2025,2022
bf_0,3144490917,714.5146034520156,0,2025,2022
bf_0,3144490920,910.8382659395736,0,2025,2022
bf_0,3144490923,861.4484394943835,0,2025,2022
bf_0,3202373349,918.1049689386717,0,2025,2022
bf_0,3270449471,210.2594556898753,0,2025,2022
bf_0,3276698862,976.1737821655668,0,2025,2022
bf_0,3279145342,782.7185938089118,0,2025,2022
bf_0,3334866818,882.2623627296423,0,2025,2022
bf_0,3334866820,902.8697963012796,0,2025,2022
bf_0,3334866823,889.8876708449486,0,2025,2022
bf_0,3355873693,937.1986899698985,0,2025,2022
bf_0,3375486541,918.1328478742357,0,2025,2022
bf_0,3375486542,965.799559207408,0,2025,2022
bf_0,3375486543,954.3511009390414,0,2025,2022
bf_0,3375566502,585.2797215693574,0,2025,2022
bf_0,3415130904,663.7822596704973,0,2025,2022
bf_0,3415130905,593.9540280731371,0,2025,2022
bf_0,3415130906,840.1331688119076,0,2025,2022
bf_0,3415130915,631.3095992626043,0,2025,2022
bf_0,3418329335,938.5634065151978,0,2025,2022
bf_0,3427451548,991.7962952267718,0,2025,2022
bf_0,3429408407,738.8042261091247,0,2025,2022
bf_0,3429408412,741.6822896942806,0,2025,2022
bf_0,3429408421,664.9163030015626,0,2025,2022
bf_0,3429408422,503.7832823270362,0,2025,2022
bf_0,3452814499,552.9108438648934,0,2025,2022
bf_0,3452814507,734.2436244398523,0,2025,2022
bf_0,3487507877,615.2876089633314,0,2025,2022
bf_0,3487507878,604.0784878223642,0,2025,2022
bf_0,3487507879,650.4035664830003,0,2025,2022
bf_0,3487507880,689.2483897101505,0,2025,2022
bf_0,3487507881,747.0589626539079,0,2025,2022
bf_0,3487507882,897.4257188484179,0,2025,2022
bf_0,3499966010,897.90222621849,0,2025,2022
bf_0,3499966014,895.2318142917802,0,2025,2022
bf_0,3499966019,868.9323457326866,0,2025,2022
bf_0,3499966022,643.2505095464232,0,2025,2022
bf_0,3499966038,910.6995767187301,0,2025,2022
bf_0,3531065918,818.1213295125573,0,2025,2022
bf_0,3556445023,997.499018405871,0,2025,2022
bf_0,3573265305,481.23828152399994,0,2025,2022
bf_0,3573265307,374.6137955226538,0,2025,2022
bf_0,3573265311,413.844861913179,0,2025,2022
bf_0,3577590483,560.5471508269161,0,2025,2022
bf_0,3577590893,613.134508248246,0,2025,2022
bf_0,3620463942,891.0039873709168,0,2025,2022
bf_0,3629712710,422.2309567398293,0,2025,2022
bf_0,3629712714,362.4599507936427,0,2025,2022
bf_0,3632037571,143.80225759161232,0,2025,2022
bf_0,3637947557,571.3024694376562,0,2025,2022
bf_0,3637947561,640.8821413788844,0,2025,2022
bf_0,3637947568,629.7022678085948,0,2025,2022
bf_0,3639799918,599.5118399807365,0,2025,2022
bf_0,3639799922,658.804466580051,0,2025,2022
bf_0,3651038411,833.6868677877521,0,2025,2022
bf_0,3651038414,724.7937229057934,0,2025,2022
bf_0,3651038415,751.0629544856555,0,2025,2022
bf_0,3651038416,832.0231834833096,0,2025,2022
bf_0,3651038418,840.7068122773505,0,2025,2022
bf_0,3651038420,801.7215269514679,0,2025,2022
bf_0,3651041828,773.2341612092029,0,2025,2022
bf_0,3655415180,686.7370351539136,0,2025,2022
bf_0,3655520933,500.8915447096063,0,2025,2022
bf_0,3668513535,806.5951310641236,0,2025,2022
bf_0,3695983289,916.4203228833553,0,2025,2022
bf_0,3731325530,892.3894257382923,0,2025,2022
bf_0,3776393730,946.8850665013234,0,2025,2022
bf_0,3776398086,879.439872279972,0,2025,2022
bf_0,3776398087,971.1560859699922,0,2025,2022
bf_0,3796796794,735.1432135329633,0,2025,2022
bf_0,3796801022,789.6662579381447,0,2025,2022
bf_0,3796806501,782.5463889005352,0,2025,2022
bf_0,3796814738,649.6048433323041,0,2025,2022
bf_0,3819731126,809.3089911784369,0,2025,2022
bf_0,3819731130,760.6132271864531,0,2025,2022
bf_0,3819731887,337.5790211087655,0,2025,2022
bf_0,3821490712,772.7057466274528,0,2025,2022
bf_0,3854069429,958.7833449343877,0,2025,2022
bf_0,3860614477,949.2257805943053,0,2025,2022
bf_0,3863443590,699.9621858515727,0,2025,2022
bf_0,3877142174,582.9624622047505,0,2025,2022
bf_0,3877213335,520.0888554158402,0,2025,2022
bf_0,3877276103,695.1225758189054,0,2025,2022
bf_0,3877276104,708.1155140124758,0,2025,2022
bf_0,3877276106,701.746399499232,0,2025,2022
bf_0,3929606999,612.4337459318168,0,2025,2022
bf_0,3944803807,886.4871293581555,0,2025,2022
bf_0,3944803808,884.1221397476463,0,2025,2022
bf_0,3973679669,385.17883520800467,0,2025,2022
bf_0,4001437723,654.4780491684875,0,2025,2022
bf_0,4001437730,539.8385337411341,0,2025,2022
bf_0,4067635290,788.3204083229671,0,2025,2022
bf_0,4067635292,716.7824713764114,0,2025,2022
bf_0,4067635293,841.4757700595347,0,2025,2022
bf_0,4067635296,865.2385785905705,0,2025,2022
bf_0,4067635297,736.9584359359297,0,2025,2022
bf_0,4067635302,937.6495504624484,0,2025,2022
bf_0,4087003297,560.1726026398566,0,2025,2022
bf_0,4087003305,326.99471750620893,0,2025,2022
bf_0,4088677685,705.6154423488475,0,2025,2022
bf_0,4090487152,961.0716571514519,0,2025,2022
bf_0,4090487153,970.2362888602589,0,2025,2022
bf_0,4095119641,991.6576918537421,0,2025,2022
bf_0,4146479260,846.9494158702026,0,2025,2022
bf_0,4162100191,37.657934238450295,0,2025,2022
bf_0,4167694493,647.1290279382882,0,2025,2022
bf_0,4167694494,632.0997797236977,0,2025,2022
bf_0,4167694495,660.6628251531513,0,2025,2022
bf_0,4347895506,507.6448973999192,0,2025,2022
bf_0,4358949954,919.4314531519178,0,2025,2022
bf_0,4368074350,146.98552635926058,0,2025,2022
bf_0,4487604897,979.7616678149512,0,2025,2022
bf_0,4487604900,976.5386586348428,0,2025,2022
bf_0,4487604901,891.7270404708553,0,2025,2022
bf_0,4520919546,337.340478369529,0,2025,2022
bf_0,4520921482,372.33675981922323,0,2025,2022
bf_0,4523704386,748.1514067544351,0,2025,2022
bf_0,4564963255,680.0948523841139,0,2025,2022
bf_0,4573445033,549.1977450396107,0,2025,2022
bf_0,4576705793,460.19695772555195,0,2025,2022
bf_0,4583261260,791.6553159257165,0,2025,2022
bf_0,4595383245,734.5815093320208,0,2025,2022
bf_0,4595383245,734.5815093320208,0,2025,2022
bf_0,4672106830,381.70088413941966,0,2025,2022
bf_0,4687723572,538.0069715735016,0,2025,2022
bf_0,4735246462,745.6041811009428,0,2025,2022
bf_0,4737852203,748.4590222481746,0,2025,2022
bf_0,4781730722,728.6636349214974,0,2025,2022
bf_0,4781764421,700.2052202609683,0,2025,2022
bf_0,4816726447,740.7946711668724,0,2025,2022
bf_0,4823933750,71.72259457134703,0,2025,2022
bf_0,4823933752,364.08696155064797,0,2025,2022
bf_0,4823933753,151.0970851054908,0,2025,2022
bf_0,4823933754,266.5683265818065,0,2025,2022
bf_0,4823933755,265.3934588742783,0,2025,2022
bf_0,4859432448,527.2426684756325,0,2025,2022
bf_0,4870549269,462.49767479767957,0,2025,2022
bf_0,4870639238,382.77407768898615,0,2025,2022
bf_0,4874956475,596.0731930638624,0,2025,2022
bf_0,4874956477,556.0277715733638,0,2025,2022
bf_0,4927251592,666.1160147871425,0,2025,2022
bf_0,4927251593,667.2056975765188,0,2025,2022
bf_0,4927251594,653.1337460809831,0,2025,2022
bf_0,4927251595,661.3945704851019,0,2025,2022
bf_0,5015499289,435.7244696554736,0,2025,2022
bf_0,5015573363,643.0224854341106,0,2025,2022
bf_0,5015573364,638.0922333539838,0,2025,2022
bf_0,5015573365,621.2067486539165,0,2025,2022
bf_0,5018828063,956.778418562966,0,2025,2022
bf_0,5034056717,282.12352320111836,0,2025,2022
bf_0,5049501097,525.7321243362952,0,2025,2022
bf_0,5082584034,811.8950969955,0,2025,2022
bf_0,5217967650,807.5687375534142,0,2025,2022
bf_0,5221858295,679.6568016015041,0,2025,2022
bf_0,5337333821,784.5757093748056,0,2025,2022
bf_0,5562180021,838.5565284210019,0,2025,2022
bf_0,5584556321,454.286569447176,0,2025,2022
bf_0,5649606972,969.3162878375884,0,2025,2022
bf_0,5687526824,284.8542014002281,0,2025,2022
bf_0,5692244960,304.1954429814673,0,2025,2022
bf_0,5700289580,542.0912398480737,0,2025,2022
bf_0,5737564073,620.3498369741584,0,2025,2022
bf_0,5745262598,212.0832233456513,0,2025,2022
bf_0,5792798714,507.8603168078929,0,2025,2022
bf_0,5809090194,628.7066115587792,0,2025,2022
bf_0,5818827227,534.5281423688529,0,2025,2022
bf_0,5902471677,846.4963059117055,0,2025,2022
bf_0,5931002662,969.4039507447798,0,2025,2022
bf_0,5935697144,711.6165194615842,0,2025,2022
bf_0,5935697145,712.0114557084111,0,2025,2022
bf_0,6028571099,578.948632814482,0,2025,2022
bf_0,6028571100,587.1232094423299,0,2025,2022
bf_0,6028571101,660.6832618353329,0,2025,2022
bf_0,6051104445,371.52880666496907,0,2025,2022
bf_0,6058737480,979.1894151940502,0,2025,2022
bf_0,6126078493,700.3471540712553,0,2025,2022
bf_0,6126103312,844.2478479101361,0,2025,2022
bf_0,6202173434,735.3482394434054,0,2025,2022
bf_0,6274731287,801.6327696163953,0,2025,2022
bf_0,6342044324,617.8852088529596,0,2025,2022
bf_0,6342067927,362.807203788609,0,2025,2022
bf_0,6342067928,356.9006186298949,0,2025,2022
bf_0,6342177845,737.3505126002087,0,2025,2022
bf_0,6345550888,778.7529339330167,0,2025,2022
bf_0,6355629396,458.8231442314606,0,2025,2022
bf_0,6355629397,456.6959061303907,0,2025,2022
bf_0,6355629401,589.7522260500581,0,2025,2022
bf_0,6358037585,743.4447743544974,0,2025,2022
bf_0,6365338285,371.90899293135743,0,2025,2022
bf_0,6371221700,897.730134968122,0,2025,2022
bf_0,6454863985,993.0188493418157,0,2025,2022
bf_0,6468723585,699.3120095791579,0,2025,2022
